Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
83,Devin Vassell,24,SAS,SG,64,53,31,6.2,13.9,0.443,2.5,6.7,0.368,3.7,7.2,0.513,0.532,1.5,1.9,0.792,0.5,3.5,4,2.9,1.3,0.5,1.4,1.7,16.3,
84,Malik Beasley,28,DET,SG,81,18,28,5.6,13,0.429,3.9,9.3,0.413,1.7,3.7,0.467,0.576,1.2,1.7,0.679,0.6,2,2.6,1.7,0.9,0.1,1,1.5,16.2,
85,Jordan Clarkson,32,UTA,SG,37,9,26,5.4,13.3,0.408,2.3,6.3,0.362,3.2,7.1,0.448,0.493,3.1,3.9,0.797,0.7,2.5,3.2,3.7,0.8,0.2,2.3,1.4,16.2,
86,Paul George,34,PHI,PF,41,41,32.5,6,13.9,0.43,2.3,6.5,0.358,3.6,7.4,0.493,0.514,1.9,2.4,0.814,0.6,4.8,5.3,4.3,1.8,0.5,2.6,2.5,16.2,
87,Jalen Suggs,23,ORL,PG,35,35,28.6,5.6,13.7,0.41,2.2,6.9,0.314,3.5,6.8,0.506,0.489,2.8,3.1,0.882,0.7,3.4,4,3.7,1.5,0.9,2.9,2.8,16.2,
88,Bennedict Mathurin,22,IND,SF,72,49,29.8,5.4,11.8,0.458,1.4,4,0.34,4.1,7.8,0.519,0.516,3.8,4.6,0.831,1.2,4.1,5.3,1.9,0.7,0.3,1.9,2.3,16.1,
89,Myles Turner,28,IND,C,71,71,30.4,5.5,11.4,0.48,2.2,5.5,0.395,3.3,5.8,0.559,0.576,2.6,3.3,0.771,1.3,5.4,6.6,1.5,0.8,2,1.7,2.6,15.6,
90,Christian Braun,23,DEN,SG,78,76,33.9,6.1,10.4,0.58,1.1,2.9,0.399,4.9,7.6,0.648,0.635,2.2,2.7,0.825,1.2,3.9,5.2,2.6,1.1,0.5,1,2.2,15.5,
91,Jonathan Kuminga,22,GSW,PF,47,10,24.3,5.5,12.1,0.454,1,3.2,0.305,4.5,8.9,0.508,0.495,3.3,5,0.668,1.2,3.4,4.6,2.2,0.8,0.4,1.5,1.9,15.3,
92,Jared McCain,20,PHI,SG,23,8,25.7,5.5,11.9,0.46,2.2,5.8,0.383,3.3,6.1,0.532,0.553,2.1,2.4,0.875,0.6,1.9,2.4,2.6,0.7,0,1.6,1.6,15.3,
93,Mark Williams,23,CHO,C,44,41,26.6,6.1,10.2,0.604,0,0.1,0,6.1,10.1,0.609,0.604,3,3.7,0.804,3,7.2,10.2,2.5,0.7,1.2,1.6,2.4,15.3,
94,Kelly Oubre Jr.,29,PHI,SF,60,57,34.6,5.8,12.4,0.47,1.2,4,0.293,4.6,8.3,0.555,0.518,2.3,3.1,0.751,1.6,4.5,6.1,1.8,1.5,0.5,1.3,3,15.1,
95,Chet Holmgren,22,OKC,C,32,32,27.4,5.2,10.7,0.49,1.4,3.6,0.379,3.8,7,0.547,0.554,3.2,4.2,0.754,1.5,6.5,8,2,0.7,2.2,1.8,2.3,15,
96,Kyle Kuzma,29,2TM,PF,64,61,30.1,5.7,13.1,0.432,1.4,4.8,0.297,4.2,8.3,0.509,0.486,2,3.1,0.632,0.8,4.9,5.8,2.3,0.6,0.3,2.3,1.9,14.7,
96,Kyle Kuzma,29,WAS,PF,32,30,27.7,6,14.2,0.42,1.4,5,0.281,4.6,9.2,0.495,0.469,1.8,3.1,0.602,0.8,4.9,5.8,2.5,0.6,0.2,2.3,1.6,15.2,
96,Kyle Kuzma,29,MIL,PF,32,31,32.4,5.3,12,0.446,1.4,4.6,0.315,3.9,7.4,0.527,0.507,2.1,3.2,0.66,0.8,4.9,5.7,2.2,0.5,0.4,2.3,2.1,14.3,
97,P.J. Washington,26,DAL,PF,57,56,32.2,5.3,11.7,0.453,1.6,4.2,0.381,3.7,7.5,0.493,0.521,2.5,3.5,0.722,1.4,6.3,7.8,2.3,1.1,1.1,2.1,2.3,14.7,
98,Quentin Grimes,24,2TM,SG,74,36,26.7,5.1,10.9,0.471,2.2,5.6,0.393,3,5.4,0.552,0.571,2.2,2.9,0.755,0.8,3.5,4.3,3,1,0.3,1.9,1.8,14.6,
98,Quentin Grimes,24,DAL,SG,47,12,22.8,3.6,7.8,0.463,1.7,4.3,0.398,1.9,3.5,0.543,0.573,1.3,1.7,0.765,0.6,3.2,3.8,2.1,0.7,0.2,1.3,1.7,10.2,
98,Quentin Grimes,24,PHI,SG,27,24,33.6,7.9,16.4,0.477,3,7.8,0.389,4.8,8.6,0.558,0.57,3.6,4.9,0.748,1.1,4,5.1,4.6,1.6,0.4,2.8,2.1,22.4,
99,Stephon Castle,20,SAS,PG,80,46,26.6,5.2,12.2,0.43,1.2,4.1,0.285,4.1,8,0.505,0.478,3,4.2,0.716,1.1,2.5,3.6,4.1,0.9,0.3,2.2,2,14.6,
100,Josh Giddey,22,CHI,PG,70,69,30.2,5.3,11.4,0.465,1.5,4,0.378,3.8,7.4,0.512,0.531,2.5,3.2,0.781,1.8,6.3,8.1,7.2,1.2,0.6,2.9,1.7,14.6,
101,Aaron Gordon,29,DEN,PF,50,41,28.4,5.1,9.7,0.531,1.5,3.4,0.438,3.7,6.3,0.581,0.607,2.8,3.5,0.807,1.5,3.3,4.8,3.2,0.4,0.3,1.4,1.6,14.6,
102,Jakob Poeltl,29,TOR,C,57,56,29.6,6.4,10.2,0.627,0,0.1,0.333,6.4,10.1,0.628,0.628,1.7,2.5,0.674,3.3,6.3,9.6,2.8,1.2,1.2,1.9,3.1,14.5,
103,Deandre Ayton,26,POR,C,40,40,30.2,6.6,11.7,0.566,0.2,0.8,0.188,6.5,10.9,0.594,0.573,1,1.5,0.667,3.1,7.1,10.2,1.6,0.8,1,1.7,2.2,14.4,
104,Gradey Dick,21,TOR,SG,54,54,29.4,4.9,12,0.41,2.1,6,0.35,2.8,5.9,0.47,0.498,2.5,2.9,0.858,0.8,2.8,3.6,1.8,0.9,0.2,1.5,2.2,14.4,
105,Jerami Grant,30,POR,PF,47,47,32.4,4.6,12.2,0.373,2.3,6.3,0.365,2.3,5.9,0.381,0.467,3,3.5,0.849,0.6,2.9,3.5,2.1,0.9,1,1.4,2.3,14.4,
106,Naz Reid,25,MIN,C,79,17,27.5,5.3,11.6,0.461,2.2,5.8,0.381,3.1,5.7,0.542,0.557,1.4,1.8,0.775,1.1,4.8,6,2.3,0.7,0.9,1.4,2.4,14.3,
107,Dillon Brooks,29,HOU,SF,74,74,32,5.1,12,0.43,2.5,6.3,0.397,2.7,5.7,0.466,0.534,1.3,1.6,0.818,1,2.7,3.7,1.7,0.8,0.2,1,3.2,14.1,
108,Dyson Daniels,21,ATL,SG,76,76,33.8,6,12.1,0.493,1.1,3.1,0.34,4.9,9.1,0.545,0.536,1.1,1.8,0.593,1.6,4.3,5.9,4.4,3,0.7,2,2.3,14.1,
109,Tre Mann,23,CHO,PG,13,0,24.5,5.4,12.4,0.435,1.8,4.6,0.4,3.5,7.8,0.455,0.509,1.5,1.6,0.905,0.9,2,2.9,3,0.5,0.3,1.9,1.8,14.1,
110,Payton Pritchard,27,BOS,PG,79,2,28.3,5,10.6,0.47,3.2,7.8,0.409,1.8,2.9,0.634,0.619,0.9,1,0.841,1.3,2.5,3.8,3.4,0.9,0.2,1,1.5,14.1,
111,Fred VanVleet,30,HOU,PG,59,59,35.3,4.8,12.6,0.378,2.6,7.7,0.344,2.1,5,0.43,0.483,1.8,2.3,0.813,0.5,3.2,3.7,5.6,1.6,0.4,1.4,2.3,14.1,
112,Amen Thompson,22,HOU,SF,68,41,32.3,5.6,10.1,0.555,0.4,1.3,0.278,5.3,8.8,0.597,0.573,2.4,3.6,0.683,2.8,5.4,8.2,3.8,1.4,1.3,2,2.4,14,
113,Klay Thompson,34,DAL,SF,72,72,27.3,5,12.2,0.412,3,7.7,0.391,2,4.5,0.448,0.535,0.9,1,0.905,0.6,2.8,3.4,2,0.7,0.4,1.2,1.1,14,
114,Tobias Harris,32,DET,PF,72,72,31.9,5.3,11.1,0.476,1.3,3.7,0.346,4,7.5,0.54,0.533,2,2.3,0.861,0.9,5.1,6,2.2,1,0.8,1.2,1.9,13.9,
115,Bobby Portis,29,MIL,PF,49,7,25.4,5.7,12.1,0.466,1.3,3.6,0.365,4.3,8.5,0.508,0.52,1.2,1.5,0.836,1.8,6.6,8.4,2.1,0.7,0.5,1.2,1.9,13.9,
116,Jarrett Allen,26,CLE,C,81,81,28.3,5.6,7.9,0.707,0,0,0,5.6,7.8,0.712,0.707,2.5,3.4,0.718,2.7,7.2,9.9,1.9,1,0.9,1.2,1.6,13.6,
117,Josh Hart,29,NYK,SG,77,77,37.6,5.2,10,0.525,1.1,3.3,0.333,4.2,6.7,0.618,0.579,2.1,2.7,0.776,2.1,7.5,9.6,5.9,1.5,0.4,2.1,2.6,13.6,
118,Onyeka Okongwu,24,ATL,C,74,40,27.9,5.2,9.2,0.567,0.6,2,0.324,4.6,7.2,0.634,0.602,2.2,2.9,0.759,3,5.9,8.9,2.3,0.9,0.9,1.2,2.6,13.4,
119,Naji Marshall,27,DAL,SF,68,30,27.8,5.3,10.3,0.509,0.9,3.2,0.273,4.4,7.1,0.614,0.551,1.9,2.4,0.813,1.1,3.7,4.8,3,1,0.2,1.6,1.6,13.3,
120,Russell Westbrook,36,DEN,PG,74,36,28,5,11.1,0.448,1.3,3.9,0.326,3.7,7.2,0.513,0.505,2,3,0.653,1.4,3.6,5,6.1,1.4,0.5,3.3,2.5,13.2,
121,Dennis Schr?der,31,3TM,PG,75,49,28.1,4.5,11,0.406,1.7,4.9,0.342,2.8,6.1,0.458,0.483,2.4,2.9,0.838,0.4,2.3,2.6,5.4,0.9,0.2,1.9,2.4,13.1,
121,Dennis Schr?der,31,BRK,PG,23,23,33.6,6.4,14.1,0.452,2.5,6.5,0.387,3.9,7.6,0.509,0.542,3.1,3.5,0.889,0.2,2.8,3,6.6,1.1,0.2,2.6,2.4,18.4,
121,Dennis Schr?der,31,GSW,SG,24,18,26.2,3.9,10.5,0.375,1.5,4.8,0.322,2.4,5.7,0.419,0.448,1.2,1.6,0.744,0.4,1.9,2.3,4.4,1,0.1,2,2.8,10.6,
121,Dennis Schr?der,31,DET,PG,28,8,25.2,3.4,9,0.378,1.1,3.8,0.302,2.3,5.2,0.434,0.442,2.9,3.4,0.833,0.5,2.2,2.6,5.3,0.5,0.2,1.3,2,10.8,
122,Rui Hachimura,26,LAL,PF,59,57,31.7,5,9.8,0.509,1.7,4.2,0.413,3.2,5.6,0.581,0.597,1.5,1.9,0.77,1.3,3.7,5,1.4,0.8,0.4,0.8,1.8,13.1,
123,Brook Lopez,36,MIL,C,80,80,31.8,4.9,9.7,0.509,1.7,4.7,0.373,3.2,5,0.636,0.599,1.4,1.7,0.826,1.4,3.6,5,1.8,0.6,1.9,1.1,2.1,13,
124,Alex Sarr,19,WAS,C,66,66,27.3,4.9,12.5,0.393,1.6,5.1,0.307,3.3,7.3,0.453,0.456,1.7,2.4,0.677,1.9,4.6,6.5,2.4,0.7,1.5,1.7,2.2,13,
125,Moritz Wagner,27,ORL,C,30,1,18.8,4.7,8.3,0.562,0.9,2.5,0.36,3.8,5.8,0.649,0.616,2.6,3.7,0.718,1.3,3.6,4.9,1.4,0.8,0.4,1.6,1.8,12.9,
126,Malcolm Brogdon,32,WAS,PG,24,13,23.5,4.3,10,0.433,0.7,2.3,0.286,3.7,7.7,0.478,0.467,3.4,3.8,0.88,0.9,2.9,3.8,4.1,0.5,0.2,1.6,1.3,12.7,
127,Scoot Henderson,20,POR,PG,66,10,26.7,4.3,10.4,0.419,1.6,4.5,0.354,2.8,5.9,0.469,0.496,2.4,3.1,0.767,0.8,2.2,3,5.1,1,0.2,2.7,2.7,12.7,
128,D'Angelo Russell,28,2TM,PG,58,36,25.5,4.3,11,0.39,1.9,6.2,0.314,2.3,4.8,0.489,0.479,2.1,2.5,0.834,0.3,2.4,2.8,5.1,1,0.4,1.9,2,12.6,
128,D'Angelo Russell,28,LAL,PG,29,10,26.3,4.4,10.7,0.415,1.9,5.8,0.333,2.5,4.9,0.51,0.505,1.6,1.8,0.849,0.3,2.5,2.8,4.7,0.8,0.1,1.7,1.8,12.4,
128,D'Angelo Russell,28,BRK,PG,29,26,24.7,4.1,11.3,0.367,2,6.6,0.297,2.2,4.7,0.467,0.454,2.6,3.2,0.826,0.4,2.4,2.8,5.6,1.1,0.7,2,2.1,12.9,
129,Keldon Johnson,25,SAS,SF,76,0,23.8,4.8,9.9,0.478,1.1,3.6,0.319,3.6,6.4,0.566,0.534,1.9,2.5,0.783,1.4,3.3,4.8,1.6,0.6,0.3,1,1.5,12.6,
130,Zaccharie Risacher,19,ATL,SF,74,72,24.8,4.8,10.5,0.459,1.6,4.6,0.353,3.2,5.9,0.541,0.536,1.4,2,0.711,1.2,2.4,3.6,1.2,0.7,0.5,1.2,2,12.6,
131,Santi Aldama,24,MEM,PF,65,16,25.5,4.8,10,0.483,1.8,5,0.368,3,5,0.599,0.576,1,1.4,0.691,1.4,5,6.4,2.9,0.8,0.4,1.1,1.2,12.5,
132,Ty Jerome,27,CLE,SG,70,3,19.9,4.6,8.8,0.516,1.6,3.6,0.439,3,5.2,0.57,0.606,1.8,2.1,0.872,0.7,1.8,2.5,3.4,1.1,0,1.3,1.5,12.5,
133,Keegan Murray,24,SAC,PF,75,75,34.5,4.8,10.8,0.445,2.1,5.9,0.345,2.8,4.9,0.566,0.539,0.8,1,0.833,1.9,4.7,6.7,1.4,0.8,0.9,0.8,2.5,12.5,
134,Harrison Barnes,32,SAS,PF,81,81,27.1,4.2,8.3,0.51,1.9,4.4,0.436,2.3,4,0.591,0.624,1.9,2.4,0.801,1.2,2.6,3.8,1.7,0.4,0.2,0.6,0.9,12.3,
135,Bilal Coulibaly,20,WAS,SF,59,59,33,4.5,10.6,0.421,1.1,3.8,0.281,3.4,6.8,0.5,0.472,2.3,3.1,0.746,1.5,3.4,5,3.4,1.3,0.7,2.1,2.4,12.3,
136,Ayo Dosunmu,25,CHI,SG,46,26,30.3,4.8,9.8,0.492,1.3,4.1,0.328,3.5,5.7,0.612,0.561,1.3,1.7,0.785,0.6,2.9,3.5,4.5,0.9,0.4,1.5,2.3,12.3,
137,Drew Timme,24,BRK,PF,8,2,27.9,5.1,11.4,0.451,1,3.6,0.276,4.1,7.8,0.532,0.495,1,1.5,0.667,2.1,5,7.1,2.3,0.5,0.1,1.6,2.4,12.3,
138,Daniel Gafford,26,DAL,C,56,30,21.6,4.9,7,0.7,0,0,,4.9,7,0.7,0.7,2.3,3.4,0.686,2.7,4.1,6.8,1.4,0.4,1.8,1.1,2.7,12.2,
139,Jaden McDaniels,24,MIN,PF,81,81,32,4.9,10.2,0.476,1.2,3.7,0.331,3.6,6.5,0.56,0.537,1.3,1.6,0.825,1.6,4.2,5.8,2,1.3,0.9,1.1,2.7,12.2,
140,Jabari Smith Jr.,21,HOU,PF,57,39,30.1,4.4,9.9,0.438,1.7,4.9,0.354,2.6,5.1,0.519,0.525,1.8,2.2,0.825,1.8,5.2,7,1.1,0.4,0.7,1.1,2.2,12.2,
141,Caris LeVert,30,2TM,SG,64,3,24.9,4.4,9.4,0.467,1.7,4.4,0.373,2.7,4.9,0.552,0.556,1.7,2.4,0.71,0.6,2.5,3.2,3.4,0.9,0.5,1.2,1.5,12.1,
141,Caris LeVert,30,CLE,SF,38,3,23.8,3.6,7.8,0.453,1.6,3.9,0.405,2,3.9,0.5,0.554,1.5,2.2,0.699,0.6,2.2,2.8,3.7,0.9,0.5,1.3,1.3,10.2,
141,Caris LeVert,30,ATL,SG,26,0,26.6,5.6,11.6,0.482,1.8,5.2,0.338,3.8,6.3,0.6,0.558,2,2.8,0.722,0.7,3,3.7,2.9,0.9,0.5,1,2,14.9,
142,Tari Eason,23,HOU,PF,56,16,25,4.8,9.8,0.489,1.1,3.3,0.346,3.7,6.5,0.56,0.547,1.4,1.8,0.767,2.2,4.1,6.3,1.4,1.7,0.9,1.1,2.4,12.1,
143,Aaron Nesmith,25,IND,SF,44,36,25.2,4.3,8.5,0.505,1.9,4.4,0.43,2.4,4.1,0.587,0.617,1.6,1.8,0.911,0.8,3.2,4,1.2,0.8,0.4,0.8,2.5,12.1,
144,Khris Middleton,33,2TM,SF,37,21,22.8,4.3,9.1,0.475,1.3,3.6,0.361,3,5.5,0.549,0.546,1.9,2.3,0.857,0.4,3.4,3.7,4.1,0.9,0.2,1.5,2,11.9,
144,Khris Middleton,33,MIL,SF,23,7,23.2,4.7,9.2,0.512,1.5,3.7,0.407,3.2,5.4,0.584,0.595,1.7,2,0.848,0.2,3.5,3.7,4.4,0.7,0.2,1.6,2.3,12.6,
144,Khris Middleton,33,WAS,SF,14,14,22.1,3.7,9,0.413,0.9,3.4,0.277,2.8,5.6,0.494,0.464,2.4,2.7,0.868,0.6,3.1,3.7,3.4,1.3,0.2,1.4,1.6,10.7,
145,Jalen Duren,21,DET,C,77,77,26.3,4.9,7.1,0.692,0,0,,4.9,7.1,0.692,0.692,2.1,3.1,0.669,3.6,6.9,10.5,2.7,0.7,1.2,1.8,3.2,11.9,
146,Rudy Gobert,32,MIN,C,71,71,33.1,4.7,7,0.674,0,0,,4.7,7,0.674,0.674,2.5,3.8,0.675,3.6,7.2,10.8,1.8,0.8,1.4,1.3,2.5,11.9,
147,Aaron Wiggins,26,OKC,SG,75,25,22.8,4.6,9.5,0.489,1.7,4.4,0.384,2.9,5,0.581,0.579,0.9,1.1,0.81,1.1,2.8,3.8,1.7,0.8,0.2,0.9,1.3,11.8,
148,Donte DiVincenzo,28,MIN,SG,61,10,25.9,4,9.6,0.419,2.8,7,0.395,1.2,2.5,0.484,0.564,0.8,1,0.778,0.5,3.2,3.7,3.7,1.2,0.3,1.6,1.8,11.6,
149,Corey Kispert,25,WAS,SF,61,0,26.3,4.2,9.3,0.451,2,5.4,0.364,2.2,3.9,0.574,0.558,1.2,1.4,0.852,0.6,2.4,3,1.7,0.4,0.2,1,1.6,11.6,
150,Brandin Podziemski,21,GSW,SG,63,32,26.6,4.3,9.8,0.442,1.8,4.8,0.37,2.5,5,0.511,0.533,1.1,1.4,0.767,1,4,5,3.4,1.1,0.2,1.2,1.4,11.6,
151,Jeremy Sochan,21,SAS,PF,54,23,25.3,4.6,8.7,0.535,0.5,1.7,0.308,4.1,7,0.59,0.565,1.6,2.3,0.696,2.4,4.2,6.5,2.4,0.8,0.5,1.6,2.4,11.4,
152,Lonnie Walker IV,26,PHI,SG,19,6,23.2,4.1,9.9,0.413,1.9,5.9,0.33,2.2,4.1,0.532,0.511,1.2,1.5,0.793,0.3,2.7,3,2.5,0.5,0.3,1.3,1.4,11.4,
153,Toumani Camara,24,POR,PF,77,77,32.8,4.2,9.2,0.456,1.7,4.6,0.37,2.5,4.6,0.541,0.548,1.2,1.6,0.722,2.2,3.5,5.8,2.2,1.5,0.6,1.4,2.9,11.3,
154,Isaiah Hartenstein,26,OKC,C,57,53,27.9,4.9,8.4,0.581,0,0.3,0,4.9,8.1,0.605,0.581,1.4,2.1,0.675,2.9,7.9,10.7,3.8,0.8,1.1,1.7,3,11.2,
155,Buddy Hield,32,GSW,SG,81,22,22.8,4,9.6,0.417,2.5,6.7,0.37,1.5,2.9,0.525,0.546,0.7,0.8,0.828,0.6,2.6,3.2,1.7,0.9,0.3,1.1,1.6,11.2,
156,Spencer Dinwiddie,31,DAL,PG,78,30,26.9,3.6,8.6,0.421,1.4,4.1,0.338,2.2,4.5,0.497,0.501,2.4,3.1,0.798,0.2,2.4,2.7,4.4,0.9,0.2,1.3,1.5,11.1,
157,Tim Hardaway Jr.,32,DET,SG,76,76,28.2,3.6,8.9,0.407,2.2,6,0.369,1.4,2.9,0.484,0.53,1.6,1.9,0.855,0.2,2.2,2.4,1.6,0.5,0.1,0.6,1.3,11.1,
158,Jrue Holiday,34,BOS,PG,62,62,30.6,4.1,9.2,0.443,1.7,4.9,0.353,2.4,4.3,0.547,0.538,1.1,1.2,0.909,1.2,3,4.3,3.9,1.1,0.4,1.2,1.6,11.1,
159,Walker Kessler,23,UTA,C,58,58,30,4.8,7.2,0.663,0.1,0.6,0.176,4.7,6.6,0.706,0.671,1.4,2.6,0.52,4.6,7.6,12.2,1.7,0.6,2.4,1.5,2.2,11.1,
160,Duncan Robinson,30,MIA,SF,73,36,24.2,3.9,9,0.438,2.6,6.5,0.394,1.4,2.5,0.556,0.581,0.6,0.7,0.887,0.2,2,2.3,2.4,0.5,0.1,1.2,1.8,11.1,
161,Gary Trent Jr.,26,MIL,SG,74,9,25.6,3.8,8.9,0.431,2.4,5.9,0.416,1.4,3,0.46,0.568,1.1,1.2,0.848,0.3,2,2.3,1.2,1,0.1,0.6,1.7,11.1,
162,Guerschon Yabusele,29,PHI,C,70,43,27.1,4,8,0.501,1.5,3.9,0.38,2.5,4.1,0.616,0.593,1.4,2,0.725,1.9,3.7,5.6,2.1,0.8,0.3,1.2,2.3,11,
163,Bogdan Bogdanovi?,32,2TM,SG,53,4,25.1,3.9,9.2,0.429,2,5.4,0.365,2,3.8,0.52,0.536,1.1,1.2,0.879,0.4,2.5,3,2.8,0.8,0.2,1.4,2.3,10.9,
163,Bogdan Bogdanovi?,32,ATL,SG,24,0,24.9,3.5,9.3,0.371,1.8,6.1,0.301,1.6,3.3,0.5,0.469,1.3,1.4,0.882,0.5,2.3,2.8,2,0.8,0.3,1.5,2.4,10,
163,Bogdan Bogdanovi?,32,LAC,SG,29,4,25.3,4.3,9,0.479,2.1,4.8,0.432,2.2,4.2,0.533,0.594,1,1.1,0.875,0.4,2.8,3.2,3.3,0.7,0.2,1.3,2.2,11.7,
164,Jordan Hawkins,22,NOP,SG,56,9,23.6,3.7,9.9,0.372,2,5.9,0.331,1.7,4,0.433,0.471,1.4,1.8,0.816,0.4,2.4,2.8,1.2,0.5,0.4,1,0.9,10.8,
165,Brandon Boston Jr.,23,NOP,SG,42,10,23.6,4,9.1,0.436,1.2,3.3,0.35,2.8,5.7,0.485,0.5,1.6,2,0.788,0.7,2.5,3.2,2.2,1.3,0.2,1.2,1.7,10.7,
