Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
166,Nikola Jovi?,21,MIA,PF,46,10,25.1,3.7,8.2,0.456,1.7,4.6,0.371,2,3.6,0.563,0.56,1.6,1.9,0.828,0.6,3.3,3.9,2.8,0.8,0.3,1.3,1.8,10.7,
167,Terry Rozier,30,MIA,PG,63,23,25.8,3.9,9.9,0.395,1.4,4.8,0.299,2.5,5.1,0.484,0.467,1.5,1.7,0.852,0.7,3,3.7,2.6,0.6,0.2,1.2,1.2,10.7,
168,Brice Sensabaugh,21,UTA,SF,70,14,19.9,3.8,8.3,0.46,2.2,5.1,0.419,1.7,3.2,0.527,0.59,0.9,1,0.887,0.6,2.3,2.9,1.5,0.6,0.1,1.5,1.6,10.7,
169,Keon Johnson,22,BRK,SG,78,55,24.2,3.8,9.8,0.389,1.6,5,0.318,2.2,4.8,0.464,0.471,1.3,1.7,0.77,0.8,2.9,3.7,2.2,1,0.4,1.4,2.6,10.6,
170,Obi Toppin,26,IND,PF,78,3,19.7,4,7.6,0.53,1.4,3.8,0.366,2.6,3.8,0.695,0.621,1.1,1.5,0.781,0.7,3.3,4,1.6,0.6,0.4,0.8,1.4,10.6,
171,Grayson Allen,29,PHO,SG,63,6,24.1,3.3,7.6,0.443,2.3,5.4,0.423,1,2.1,0.496,0.596,1.5,1.8,0.816,0.5,2.5,3,2.1,0.9,0.3,1.1,1.5,10.5,
172,Ochai Agbaji,24,TOR,SG,63,44,27,4.1,8.2,0.501,1.6,3.9,0.404,2.6,4.3,0.588,0.596,0.5,0.8,0.708,1,2.9,3.8,1.5,0.9,0.5,0.8,1.9,10.4,
173,Jaylen Wells,21,MEM,SG,79,74,25.9,3.6,8.6,0.425,1.7,5,0.352,1.9,3.6,0.525,0.527,1.4,1.7,0.822,1.1,2.3,3.4,1.7,0.6,0.1,0.9,1.8,10.4,
174,Grant Williams,26,CHO,PF,16,7,29.9,3.4,7.7,0.439,1.7,4.6,0.365,1.7,3.1,0.551,0.549,1.9,2.3,0.838,1.1,4,5.1,2.3,1.1,0.8,1.8,2.9,10.4,
175,Kevin Porter Jr.,24,2TM,SG,75,4,19.8,3.9,8.7,0.449,0.7,2.4,0.311,3.2,6.3,0.501,0.492,1.7,2.3,0.769,0.6,3.1,3.7,3.4,1.1,0.2,1.8,1.6,10.3,
175,Kevin Porter Jr.,24,LAC,SG,45,2,19.6,3.8,9,0.423,0.6,2.4,0.245,3.2,6.7,0.485,0.455,1.1,1.7,0.645,0.6,2.9,3.6,3.2,1,0.2,1.9,1.6,9.3,
175,Kevin Porter Jr.,24,MIL,SG,30,2,19.9,4,8.2,0.494,1,2.4,0.408,3.1,5.8,0.529,0.553,2.7,3.1,0.871,0.4,3.5,3.9,3.7,1.3,0.1,1.7,1.6,11.7,
176,Jonas Valan?i?nas,32,2TM,C,80,21,18.8,4.2,7.7,0.544,0.1,0.5,0.216,4.1,7.2,0.565,0.55,1.8,2,0.877,2.3,5.4,7.7,2,0.5,0.6,1.5,2.2,10.3,
176,Jonas Valan?i?nas,32,WAS,C,49,12,20.1,4.7,8.6,0.547,0.1,0.6,0.259,4.6,8.1,0.567,0.556,1.9,2.2,0.896,2.4,5.8,8.2,2.2,0.4,0.6,1.8,2,11.5,
176,Jonas Valan?i?nas,32,SAC,C,31,9,16.8,3.4,6.3,0.536,0,0.3,0.1,3.3,5.9,0.56,0.539,1.5,1.8,0.842,2.2,4.7,6.9,1.7,0.5,0.6,1,2.6,8.3,
177,Jose Alvarado,26,NOP,PG,55,22,24.2,3.6,9.2,0.394,2,5.5,0.367,1.6,3.7,0.434,0.503,1,1.3,0.803,0.5,1.9,2.4,4.6,1.3,0.3,1.5,1.7,10.3,
178,Nic Claxton,25,BRK,C,69,61,27,4.6,8.1,0.56,0.1,0.3,0.238,4.5,7.8,0.573,0.565,1.1,2.2,0.51,2.3,5.2,7.4,2.3,0.9,1.4,1.2,2.2,10.3,
179,Herbert Jones,26,NOP,SF,20,20,32.4,3.8,8.6,0.436,1.1,3.6,0.306,2.7,5,0.53,0.5,1.7,2,0.825,1.1,2.8,3.9,3.3,1.9,0.5,1.8,3.3,10.3,
180,De'Anthony Melton,26,GSW,SG,6,2,20.2,3.7,9,0.407,2.2,5.8,0.371,1.5,3.2,0.474,0.528,0.8,1.3,0.625,1,2.3,3.3,2.8,1.2,0.3,1.7,3,10.3,
181,Derrick Jones Jr.,27,LAC,SF,76,55,24.4,4.1,7.7,0.527,1,2.9,0.358,3,4.8,0.628,0.594,1.1,1.5,0.707,1.2,2.2,3.4,0.8,1,0.4,0.9,2,10.2,
182,Tyus Jones,28,PHO,PG,80,57,26.9,3.7,8.4,0.446,2,4.9,0.414,1.7,3.5,0.493,0.568,0.6,0.7,0.895,0.5,1.9,2.4,5.3,0.9,0.1,1.1,0.8,10.2,
183,Andrew Nembhard,25,IND,SG,64,64,29.2,3.8,8.3,0.463,0.8,2.7,0.291,3.1,5.6,0.546,0.51,1.7,2.1,0.794,0.5,2.8,3.4,5,1.2,0.2,1.7,2.3,10.2,
184,Luguentz Dort,25,OKC,SF,71,71,29.2,3.6,8.4,0.435,2.4,5.8,0.412,1.2,2.5,0.489,0.578,0.5,0.6,0.717,1.3,2.9,4.1,1.6,1.1,0.5,0.7,2.9,10.1,
185,Justin Edwards,21,PHI,SF,44,26,26.3,3.9,8.6,0.455,1.6,4.3,0.363,2.3,4.3,0.548,0.546,0.7,1,0.696,1,2.3,3.4,1.6,1,0.4,1.1,2.2,10.1,
186,Isaiah Joe,25,OKC,SG,73,15,21.5,3.5,7.8,0.443,2.6,6.2,0.418,0.9,1.6,0.542,0.609,0.6,0.7,0.804,0.5,2.1,2.6,1.6,0.6,0.1,0.5,1.5,10.1,
187,Ausar Thompson,22,DET,SF,59,48,22.5,4.2,7.8,0.535,0.2,0.8,0.224,4,7,0.572,0.547,1.5,2.4,0.641,1.9,3.3,5.1,2.3,1.7,0.7,1.4,2.8,10.1,
188,Chris Boucher,32,TOR,PF,50,0,17.2,3.6,7.4,0.492,1.4,3.9,0.363,2.2,3.5,0.633,0.586,1.4,1.7,0.782,1.4,3.1,4.5,0.7,0.5,0.5,0.6,1.4,10,
189,Trendon Watford,24,BRK,PF,43,5,20.4,3.6,7.9,0.462,0.7,2,0.326,3,5.9,0.508,0.503,2.1,2.7,0.769,0.9,2.7,3.6,2.6,0.6,0.3,1.8,2.1,10,
190,Ziaire Williams,23,BRK,SF,63,45,24.5,3.4,8.3,0.412,1.6,4.8,0.341,1.8,3.5,0.509,0.511,1.6,2,0.821,1,3.6,4.6,1.3,1,0.4,1.1,2.4,10,
191,Georges Niang,31,2TM,PF,79,3,21.5,3.6,7.8,0.461,2.1,5.2,0.406,1.5,2.7,0.569,0.595,0.6,0.7,0.793,0.6,2.8,3.4,1.4,0.4,0.2,1,2.5,9.9,
191,Georges Niang,31,CLE,PF,51,1,20.6,3.3,6.8,0.477,1.8,4.4,0.4,1.5,2.4,0.618,0.606,0.5,0.6,0.793,0.7,3,3.7,1.3,0.3,0.1,0.9,2.5,8.7,
191,Georges Niang,31,ATL,PF,28,2,23,4.3,9.7,0.441,2.7,6.6,0.413,1.6,3.1,0.5,0.581,0.8,1,0.793,0.5,2.5,3,1.6,0.4,0.3,1.2,2.6,12.1,
192,Julian Champagnie,23,SAS,SF,81,28,23.4,3.3,8.1,0.413,2.1,5.9,0.367,1.2,2.2,0.533,0.546,1,1.2,0.904,0.8,3,3.9,1.4,0.8,0.4,0.9,1.4,9.9,
193,Moses Moody,22,GSW,SG,73,33,22.2,3.3,7.7,0.433,1.7,4.6,0.375,1.6,3.1,0.518,0.544,1.5,1.8,0.797,0.7,1.9,2.6,1.3,0.8,0.4,0.7,1.5,9.9,
194,Scotty Pippen Jr.,24,MEM,PG,79,21,21.3,3.6,7.5,0.48,1.1,2.8,0.397,2.5,4.7,0.528,0.553,1.5,2.2,0.713,0.8,2.5,3.3,4.4,1.3,0.4,1.7,2.6,9.9,
195,Nick Smith Jr.,20,CHO,SG,60,27,22.8,3.7,9.5,0.391,1.7,5.1,0.34,2,4.4,0.45,0.482,0.7,0.8,0.935,0.2,1.9,2.1,2.4,0.3,0.1,1.4,1.3,9.9,
196,Kevin Huerter,26,2TM,SG,68,30,24.4,3.7,8.7,0.423,1.9,5.6,0.331,1.8,3.1,0.593,0.53,0.5,0.7,0.723,0.4,2.5,3,2.3,1,0.3,1,1.8,9.8,
196,Kevin Huerter,26,SAC,SG,43,15,20.9,3,7.2,0.413,1.4,4.8,0.302,1.5,2.4,0.629,0.513,0.5,0.7,0.714,0.4,2.3,2.8,1.7,0.8,0.4,0.9,1.6,7.9,
196,Kevin Huerter,26,CHI,SG,25,15,30.5,4.9,11.3,0.435,2.6,7.2,0.363,2.3,4.2,0.558,0.549,0.6,0.8,0.737,0.4,2.9,3.3,3.2,1.2,0.3,1.2,2,13,
197,Keion Brooks Jr.,24,NOP,SF,13,5,22.5,3.7,7.6,0.485,1,3,0.333,2.7,4.6,0.583,0.551,1.4,1.9,0.72,0.8,3.2,4,0.8,0.6,0.7,0.8,2.1,9.8,
198,Bub Carrington,19,WAS,PG,81,56,29.8,3.6,9,0.403,1.7,4.9,0.339,2,4.1,0.479,0.495,0.9,1,0.812,0.4,3.7,4.1,4.4,0.7,0.3,1.7,2.3,9.8,
199,Amir Coffey,27,LAC,SG,71,13,24.6,3.4,7.2,0.471,1.4,3.5,0.409,2,3.7,0.529,0.57,1.6,1.8,0.891,0.5,1.8,2.3,1.1,0.6,0.1,0.6,1.7,9.8,
200,Tosan Evbuomwan,23,BRK,SF,27,0,23.9,3.5,8.1,0.429,0.9,2.9,0.312,2.6,5.3,0.493,0.484,2,2.6,0.746,1.2,3.1,4.3,1.9,0.9,0.4,1.4,1.9,9.8,
201,Max Christie,21,2TM,SG,77,35,27.1,3.2,7.5,0.426,1.5,4,0.37,1.7,3.5,0.492,0.526,1.7,1.9,0.853,0.5,2.8,3.3,1.9,0.8,0.4,1.1,1.5,9.5,
201,Max Christie,21,LAL,SG,46,25,25.1,2.8,6.3,0.444,1.3,3.5,0.368,1.5,2.7,0.544,0.549,1.6,1.9,0.851,0.5,2.1,2.7,1.4,0.8,0.5,0.8,1.6,8.5,
201,Max Christie,21,DAL,SG,31,10,30.1,3.8,9.3,0.408,1.8,4.8,0.372,2,4.5,0.447,0.503,1.7,2,0.857,0.4,3.8,4.2,2.5,0.9,0.3,1.5,1.3,11.1,
202,Cole Anthony,24,ORL,PG,66,22,18.5,3.5,8.2,0.424,1.2,3.3,0.355,2.3,4.9,0.471,0.495,1.4,1.7,0.823,0.7,2.4,3.1,2.8,0.7,0.5,1.6,2.3,9.5,
203,Kyle Filipowski,21,UTA,C,71,26,21,3.6,7.1,0.503,1.1,3,0.347,2.5,4.1,0.619,0.577,1.3,2,0.648,1.6,4.6,6.2,1.9,0.7,0.3,1.4,2.3,9.5,
204,Nickeil Alexander-Walker,26,MIN,SG,81,10,25.2,3.3,7.5,0.44,1.7,4.5,0.384,1.6,3,0.522,0.554,1.1,1.4,0.778,0.7,2.5,3.2,2.7,0.6,0.4,1.2,1.7,9.4,
205,Miles McBride,24,NYK,PG,63,9,24.8,3.4,8.5,0.405,1.8,4.8,0.37,1.7,3.7,0.452,0.51,0.8,1,0.806,0.7,1.7,2.5,2.8,1,0.3,0.6,1.7,9.4,
206,Max Strus,28,CLE,SF,50,37,25.5,3.3,7.5,0.442,2.3,5.9,0.386,1,1.6,0.65,0.594,0.6,0.7,0.824,1.1,3.3,4.3,3.2,0.5,0.2,1.1,2.1,9.4,
207,Jalen Wilson,24,BRK,PF,78,21,25.6,3.1,7.8,0.394,1.5,4.5,0.331,1.6,3.3,0.482,0.49,1.7,2.1,0.827,1,2.4,3.4,1.8,0.5,0.1,1,2.1,9.4,
208,Nick Richards,27,2TM,C,57,43,22,3.6,6.1,0.591,0,0,0,3.6,6.1,0.594,0.591,2.1,2.8,0.744,2.6,5.6,8.2,0.9,0.2,1,1.4,2.5,9.3,
208,Nick Richards,27,CHO,C,21,9,21,3,5.4,0.561,0,0,0,3,5.4,0.566,0.561,2.8,4.1,0.678,2.4,5.1,7.5,1.3,0.3,1.2,1.6,2.3,8.9,
208,Nick Richards,27,PHO,C,36,34,22.7,3.9,6.5,0.605,0,0,0,3.9,6.4,0.608,0.605,1.7,2,0.822,2.7,5.9,8.6,0.6,0.2,0.8,1.3,2.6,9.5,
209,Anthony Black,21,ORL,PG,77,9,24,3.3,7.8,0.422,0.8,2.5,0.311,2.5,5.4,0.473,0.471,1.9,2.5,0.762,0.6,2.2,2.9,3.1,1.1,0.6,1.8,2.2,9.3,
210,Cam Whitmore,20,HOU,SF,50,3,16.2,3.5,7.9,0.443,1.3,3.6,0.348,2.3,4.3,0.523,0.523,1,1.4,0.743,0.7,2.3,3,1,0.6,0.3,0.9,0.9,9.3,
211,Wendell Carter Jr.,25,ORL,C,67,50,26,3.4,7.2,0.465,0.6,2.3,0.237,2.8,4.9,0.573,0.503,1.9,2.6,0.738,2.3,5,7.3,2,0.8,0.6,1.1,3,9.2,
212,Zach Edey,22,MEM,C,66,55,21.5,3.8,6.6,0.58,0.3,0.8,0.346,3.5,5.8,0.612,0.6,1.4,1.9,0.709,3.5,4.8,8.3,1,0.5,1.3,1.3,2.8,9.2,
213,Kel'el Ware,20,MIA,C,63,35,22.3,4,7.2,0.555,0.5,1.7,0.315,3.4,5.5,0.631,0.593,0.7,1.1,0.687,1.8,5.6,7.4,0.9,0.6,1.1,0.9,1.7,9.2,
214,Noah Clowney,20,BRK,PF,46,20,22.7,2.9,8.1,0.358,1.9,5.7,0.333,1,2.4,0.414,0.474,1.5,1.7,0.838,0.9,3,3.9,0.9,0.5,0.5,1,2.3,9.1,
215,T.J. McConnell,32,IND,PG,78,1,17.9,4.1,7.9,0.519,0.2,0.6,0.306,3.9,7.3,0.538,0.532,0.7,1,0.74,0.6,1.9,2.5,4.5,1.1,0.3,1.4,1,9.1,
216,Yves Missi,20,NOP,C,73,67,26.8,3.7,6.7,0.547,0,0,0,3.7,6.7,0.548,0.547,1.7,2.8,0.623,3.5,4.7,8.2,1.4,0.5,1.3,1.1,2,9.1,
217,Royce O'Neale,31,PHO,SF,74,22,24.5,3.2,7.6,0.426,2.4,5.9,0.411,0.8,1.7,0.477,0.585,0.3,0.4,0.731,0.7,4,4.7,2.2,0.9,0.5,0.9,2,9.1,
218,Marcus Smart,30,2TM,PG,34,7,20,3,7.6,0.393,1.4,4.1,0.348,1.5,3.4,0.448,0.488,1.6,2.1,0.761,0.5,1.6,2.1,3.2,1.1,0.3,1.6,1.6,9,
218,Marcus Smart,30,MEM,PG,19,6,21.1,2.8,7.8,0.358,1.5,4.7,0.322,1.3,3.1,0.414,0.456,1.6,1.9,0.833,0.7,1.5,2.3,3.7,1.2,0.3,1.8,1.6,8.7,
218,Marcus Smart,30,WAS,PG,15,1,18.7,3.2,7.3,0.44,1.3,3.4,0.392,1.9,3.9,0.483,0.532,1.6,2.3,0.686,0.3,1.7,1.9,2.5,1.1,0.2,1.3,1.5,9.3,
219,Killian Hayes,23,BRK,PG,6,5,27,3,7.2,0.419,1.3,3.5,0.381,1.7,3.7,0.455,0.512,1.7,2,0.833,0.8,2.2,3,5.2,0.7,0.7,1.5,2.2,9,
220,Al Horford,38,BOS,C,60,42,27.7,3.3,7.7,0.423,1.9,5.2,0.363,1.4,2.5,0.551,0.547,0.6,0.6,0.895,1.3,4.8,6.2,2.1,0.6,0.9,0.8,1.4,9,
221,Julian Strawther,22,DEN,SG,64,4,21.5,3.3,7.5,0.432,1.5,4.2,0.351,1.8,3.3,0.535,0.53,1.1,1.3,0.821,0.3,2,2.2,1.3,0.6,0.3,0.9,2.3,9,
222,Clint Capela,30,ATL,C,55,41,21.4,4,7.1,0.559,0,0,0,4,7.1,0.56,0.559,0.9,1.8,0.536,3.2,5.4,8.5,1.1,0.6,1,0.9,1.9,8.9,
223,Dante Exum,29,DAL,PG,19,12,18.8,3.3,6.8,0.481,1.2,2.7,0.451,2.1,4.1,0.5,0.57,1.2,1.6,0.742,0.2,1.4,1.6,2.8,0.6,0.2,1.2,1.7,8.9,
224,Draymond Green,34,GSW,PF,67,65,29,3.1,7.5,0.422,1.1,3.6,0.317,2,3.9,0.519,0.498,1.5,2.2,0.687,1.1,5,6.1,5.7,1.5,1,2.6,3.2,8.9,
225,Luke Kennard,28,MEM,SG,65,11,22.6,3.2,6.6,0.478,1.7,4,0.433,1.4,2.6,0.547,0.609,0.8,0.9,0.895,0.6,2.2,2.8,3.3,0.8,0.1,1.1,0.9,8.9,
226,A.J. Lawson,24,TOR,SG,25,2,18.6,3.1,7.3,0.421,1.3,3.9,0.33,1.8,3.4,0.523,0.508,1.4,2.2,0.643,0.8,2.6,3.4,1.2,0.5,0.2,0.6,1.7,8.9,
227,Tristan Vukcevic,21,WAS,C,34,1,13.9,3.3,6.8,0.483,1,2.8,0.354,2.3,3.9,0.575,0.557,1.4,1.8,0.767,0.7,2.8,3.5,1,0.3,0.6,1.1,1.6,8.9,
228,Patrick Williams,23,CHI,PF,62,36,25,3.2,8.1,0.395,1.5,4.3,0.352,1.7,3.9,0.442,0.487,1,1.3,0.732,0.7,3,3.7,1.9,0.7,0.5,1.3,1.4,8.9,
229,Jared Butler,24,2TM,SG,59,16,17.3,3.3,7.4,0.45,1,2.8,0.362,2.3,4.6,0.502,0.517,1.2,1.5,0.816,0.4,1.4,1.8,3.6,0.7,0.2,1.3,1.6,8.8,
229,Jared Butler,24,WAS,PG,32,0,11.3,2.7,5.5,0.483,0.5,1.3,0.366,2.2,4.2,0.519,0.526,1.1,1.4,0.778,0.4,0.8,1.3,2.6,0.4,0.2,0.9,1.3,6.9,
229,Jared Butler,24,PHI,SG,27,16,24.3,4.1,9.6,0.427,1.6,4.5,0.361,2.5,5.1,0.486,0.512,1.3,1.6,0.857,0.4,2.1,2.5,4.9,1.1,0.3,1.7,2,11.2,
230,Jusuf Nurki?,30,2TM,C,50,31,20.7,3.2,6.8,0.474,0.6,2,0.304,2.6,4.8,0.546,0.519,1.7,2.5,0.672,1.7,6.1,7.8,2.3,0.7,0.7,1.9,2.6,8.8,
230,Jusuf Nurki?,30,PHO,C,25,23,23.7,3,6.5,0.454,0.8,2.4,0.322,2.2,4.2,0.529,0.512,1.9,2.8,0.696,1.8,7.3,9.2,1.9,0.9,0.6,2.3,3.1,8.6,
230,Jusuf Nurki?,30,CHO,C,25,8,17.7,3.5,7.2,0.492,0.5,1.7,0.279,3,5.4,0.559,0.525,1.4,2.2,0.643,1.5,4.9,6.4,2.6,0.6,0.7,1.5,2,9,
231,Kentavious Caldwell-Pope,31,ORL,SG,76,76,29.9,3.1,7.1,0.441,1.5,4.3,0.346,1.6,2.8,0.587,0.545,1.1,1.3,0.863,0.4,1.8,2.2,1.8,1.3,0.4,0.8,1.8,8.8,
232,Johnny Juzang,23,UTA,SG,63,17,19.7,3.1,7.4,0.427,1.8,4.9,0.373,1.3,2.5,0.532,0.551,0.7,0.8,0.849,0.7,2.2,2.9,1.1,0.6,0.1,0.6,2,8.8,
233,Dalton Knecht,23,LAL,SF,77,15,18.9,3.2,7,0.463,1.6,4.3,0.375,1.6,2.7,0.601,0.577,0.8,1,0.75,0.5,2.2,2.7,0.9,0.3,0.1,0.5,1.2,8.8,
234,Kelly Olynyk,33,2TM,C,44,22,20.3,3,6.1,0.5,0.8,1.8,0.418,2.3,4.3,0.534,0.562,1.9,2.5,0.769,1.4,3.3,4.7,2.9,0.8,0.4,1.7,2.8,8.7,
234,Kelly Olynyk,33,TOR,C,24,2,16,2.5,4.9,0.5,0.8,1.8,0.442,1.7,3.1,0.533,0.581,1.4,1.8,0.791,1,2.7,3.7,2.3,0.7,0.3,1.5,2.5,7.1,
234,Kelly Olynyk,33,NOP,C,20,20,25.4,3.8,7.5,0.5,0.7,1.8,0.389,3.1,5.7,0.535,0.547,2.5,3.3,0.754,1.9,4,5.9,3.6,0.9,0.6,2.1,3.2,10.7,
235,Dorian Finney-Smith,31,2TM,PF,63,40,28.9,3.1,6.9,0.448,2,5,0.411,1,1.9,0.545,0.597,0.5,0.7,0.667,1.3,2.7,3.9,1.4,0.9,0.4,0.9,2.2,8.7,
235,Dorian Finney-Smith,31,BRK,PF,20,20,29,3.7,8,0.459,2.4,5.4,0.435,1.3,2.6,0.51,0.607,0.8,1.2,0.625,1.6,3,4.6,1.6,0.9,0.6,0.9,2.7,10.4,
235,Dorian Finney-Smith,31,LAL,PF,43,20,28.8,2.8,6.4,0.442,1.9,4.8,0.398,0.9,1.6,0.571,0.591,0.3,0.5,0.714,1.1,2.5,3.6,1.4,0.9,0.3,0.9,1.9,7.9,
236,Oshae Brissett,26,PHI,SF,6,2,23.7,3.2,6.5,0.487,1,3,0.333,2.2,3.5,0.619,0.564,1.3,2.3,0.571,1.2,2.5,3.7,0.7,0.7,0.5,1.3,2.3,8.7,
237,Isaiah Collier,20,UTA,PG,71,46,25.9,3.3,7.8,0.422,0.6,2.4,0.249,2.7,5.4,0.497,0.459,1.5,2.2,0.682,0.5,2.9,3.3,6.3,0.9,0.2,2.9,2.1,8.7,
238,Kyshawn George,21,WAS,SG,67,37,26.7,3,8.1,0.371,1.7,5.3,0.321,1.3,2.8,0.463,0.475,1,1.4,0.753,0.7,3.5,4.2,2.5,1,0.7,1.4,3,8.7,
239,Dereck Lively II,20,DAL,C,36,29,23.1,3.7,5.3,0.702,0,0,,3.7,5.3,0.702,0.702,1.3,2,0.63,2.9,4.6,7.5,2.4,0.6,1.6,1.1,2.8,8.7,
240,Chris Paul,39,SAS,PG,81,81,27.9,3,7,0.428,1.7,4.5,0.378,1.3,2.5,0.517,0.549,1,1.1,0.932,0.4,3.2,3.6,7.4,1.2,0.3,1.6,1.8,8.7,
241,Matas Buzelis,20,CHI,SF,79,30,18.9,3.2,7,0.451,1.2,3.4,0.358,1.9,3.6,0.537,0.537,1.1,1.4,0.815,0.7,2.8,3.5,1,0.4,0.9,0.9,1.6,8.6,
242,Jaden Hardy,22,DAL,SG,56,3,15.6,3.1,7.1,0.438,1.3,3.4,0.394,1.8,3.7,0.478,0.531,1,1.5,0.695,0.2,1.4,1.5,1.4,0.5,0.1,1.4,1.6,8.6,
